OBJECTID,BUS_TYPE,BUS_NAME,BUS_ADDRESS,ST_NAME,NBRHD,SUBREGION,MATCH_ADDR,BUS_URL,LON,LAT,GLOBALID
114,Food,54 Main Bar & Grille,"54 Main St
Madison, NJ 07940",Main,Madison,Morris,"54 Main Street, Madison, NJ, 07940",https://www.54mainst.net/,-74.41517403,40.75903005,a6292fb7-34a6-4c87-be86-fbeeef9a9a2c
115,Shopping,Red Bank Antique Center,195 West Front Street,West Front,Red Bank,Monmouth,"195 West Front Street, Red Bank, NJ 07701",https://www.antiquecentersofredbank.com/,-74.07390181,40.3507644,4251ea81-e2fd-440a-8511-60ee84eee43f
116,Food,Prato Bakery,296 Palisade Avenue,Palisade,Jersey City,Hudson,"296 Palisade Avenue, Jersey City, NJ 07307",https://pratobakery.com/,-74.04091309,40.74954766,f3f8b877-43eb-46a7-98a3-6a525db8f7df
117,Shopping,Red Bank Antique Center,226 West Front Street,West Front,Red Bank,Monmouth,"226 West Front Street, Red Bank, NJ 07701",https://www.antiquecentersofredbank.com/,-74.07510759,40.35106837,f1f52dbf-34aa-4468-ae38-480ddb8ee47e
118,Food,Healy's Tavern,374 Newark Ave,Newark,Jersey City,Hudson,"374 Newark Avenue, Jersey City, NJ 07302",https://www.healystavernjc.com/,,,82d14f73-848b-43a9-9217-7cb5b10cf9ea
119,Shopping,Busy Bee Organics,451 Palisade Ave,Palisade,Jersey City,Hudson,"451 Palisade Ave, Jersey City, NJ 07307",https://busybeeorganics.com/,,0,2cc1b2a9-72b4-461d-9c7d-d9a763e544d0
120,Food,Loradella's Family Pizzeria,126 River Dr,River,Jersey City,Hudson,"126 River Dr S, Jersey City, NJ 07310",https://loradellas.com/,,,0898959c-1b89-462e-826c-ef98bc1f139c
121,Shopping,Soled Out,366 Central Ave,Central,Jersey City,Hudson,"366 Central Ave, Jersey City, NJ 07307",https://soledoutjc.com/,,,b01ab9e1-ba25-4a9e-a179-0d6891006dde
122,Food,Ed & Mary's,174 Coles St,Coles,Jersey City,Hudson,"174 Coles St, Jersey City, NJ 07302",https://www.edandmarys.com/,,,b6b35c98-979b-4617-89df-d59fbc78d43a
123,Food,The Lucky Honeybee,487 Palisade Ave,Palisade,Jersey City,Hudson,"487 Palisade Ave, Jersey City, NJ 07307",https://www.theluckyhoneybee.com/,,,e40c8da9-e5fe-4b3b-8664-4868fea1e984
