OBJECTID,NAME,STATE,LAT,LONG_,MRC,CGI_10mDEM,Shape_Leng,Title,UTM,Shape.STArea(),Shape.STLength()
1,Bear Point,MI,45.250,-87.750,45087-C7,no,47379.6651464,"Bear Point, MI",16N,136121346.50521004,47379.66519003392
2,Black Oak Lake,WI,46.125,-89.250,46089-B3,no,47092.4391464,"Black Oak Lake, WI",16N,134102054.16391772,47092.43901760635
3,Chambers Island NW,WI,45.125,-87.375,45087-B4,no,47419.1239812,"Chambers Island NW, WI",16N,136400161.01563773,47419.12396532117
4,Chaney Lake,MI,46.250,-89.875,46089-C8,yes,47058.5941138,"Chaney Lake, MI",16N,133853841.44653888,47058.59397924857
5,Chappee Rapids,MI,45.125,-87.625,45087-B6,no,47421.5958156,"Chappee Rapids, MI",16N,136414382.0717832,47421.59572111769
6,Faithorn,MI,45.625,-87.750,45087-F7,no,47249.4112404,"Faithorn, MI",16N,135215890.63612467,47249.41126179449
7,Florence East,WI,45.875,-88.125,45088-H2,no,47165.845706,"Florence East, WI",16N,134630338.2635125,47165.84572334289
8,Florence West,WI,45.875,-88.250,45088-H3,no,47167.2064519,"Florence West, WI",16N,134638104.8530957,47167.20639471415
9,Fortune Lakes,MI,46.000,-88.375,46088-A4,no,47124.7075116,"Fortune Lakes, MI",16N,134341020.28090128,47124.70752159516
10,Gaastra,MI,46.000,-88.500,46088-A5,yes,47126.1832559,"Gaastra, MI",16N,134349434.06929335,47126.18331732016
11,Hagerman Lake,MI,46.000,-88.750,46088-A7,yes,47129.4014086,"Hagerman Lake, MI",16N,134367781.308587,47129.401416193796
12,Harris Lake,WI,46.250,-89.750,46089-C7,no,47056.2911588,"Harris Lake, WI",16N,133840743.32886367,47056.29113016952
13,Imp Lake,MI,46.125,-89.000,46089-B1,yes,47088.6485872,"Imp Lake, MI",16N,134080467.62261774,47088.64866793954
14,Iron Mountain,MI,45.750,-88.000,45088-G1,no,47208.2793107,"Iron Mountain, MI",16N,134926905.49579385,47208.2794706864
15,Iron Mountain SW,WI,45.750,-88.125,45088-G2,no,47209.6150376,"Iron Mountain SW, WI",16N,134934543.42146146,47209.61510054254
16,Iron River,MI,46.000,-88.625,46088-A6,yes,47127.7500848,"Iron River, MI",16N,134358369.0082732,47127.75004444471
17,Ironwood,MI,46.375,-90.125,46090-D2,yes,47018.4321281,"Ironwood, MI",15N,133569473.70702907,47018.43217289045
18,North Ironwood,MI,46.500,-90.125,46090-E2,yes,46973.3578939,"North Ironwood, MI",15N,133257058.20528805,46973.357763739106
19,Lake Evelyn,WI,46.250,-90.000,46090-C1,yes,47060.9826255,"Lake Evelyn, WI",15N,133867432.1283464,47060.982779899765
20,Land O' Lakes,WI,46.125,-89.125,46089-B2,yes,47090.5014945,"Land O Lakes, WI",16N,134091021.8589049,47090.501492395124
21,Little Girls Point,MI,46.500,-90.250,46090-E3,yes,46975.7816158,"Little Girls Point, MI",15N,133270811.66663475,46975.781500682475
22,Long Lake NE,WI,45.875,-88.500,45088-H5,yes,47170.1967165,"Long Lake NE, WI",16N,134655178.59669065,47170.19673341072
23,Marinette East,WI,45.000,-87.500,45087-A5,no,47463.4407906,"Marinette East, WI",16N,136706794.27402157,47463.44077145986
24,Marinette West,WI,45.000,-87.625,45087-A6,no,47464.7855739,"Marinette West, WI",16N,136714539.43312413,47464.78556092095
25,McAllister,WI,45.250,-87.625,45087-C6,no,47378.3524042,"McAllister, WI",16N,136113801.69540954,47378.35236733737
26,Miscauno Island,WI,45.500,-87.750,45087-E7,no,47292.8839539,"Miscauno Island, WI",16N,135518136.67814243,47292.88390181516
27,Naults,MI,45.875,-88.375,45088-H4,yes,47168.6578168,"Naults, MI",16N,134646390.89237925,47168.65765247064
28,Norway,MI,45.750,-87.875,45087-G8,no,47207.0365836,"Norway, MI",16N,134919803.07542685,47207.03667255344
29,Oronto Bay,WI,46.500,-90.375,46090-E4,yes,46978.2888831,"Oronto Bay, WI",15N,133285038.5177775,46978.288951179806
30,Phelps,WI,46.000,-89.000,46089-A1,yes,47132.9716215,"Phelps, WI",16N,134388140.95990935,47132.97170294446
31,Pine Lake,WI,46.250,-90.125,46090-C2,yes,47063.4567605,"Pine Lake, WI",15N,133881507.5299619,47063.456838273785
32,Presque Isle,WI,46.125,-89.625,46089-B6,no,47098.7767077,"Presque Isle, WI",16N,134138151.24637282,47098.776860269616
33,Randville,MI,45.875,-88.000,45088-H1,no,47164.5723859,"Randville, MI",16N,134623067.89536318,47164.57239928097
34,Resort Lake,MI,45.375,-87.750,45087-D7,no,47336.3010245,"Resort Lake, MI",16N,135819950.73315844,47336.30096637476
35,Smoky Lake,MI,46.000,-88.875,46088-A8,yes,47131.1444182,"Smoky Lake, MI",16N,134377720.95625547,47131.144320866886
36,Stateline Lake,MI,46.250,-89.625,46089-C6,no,47054.0705343,"Stateline Lake, MI",16N,133828110.75579138,47054.07061782319
37,Swanson,MI,45.375,-87.625,45087-D6,no,47335.0517333,"Swanson, MI",16N,135812782.53798833,47335.05185734077
38,Tenderfoot Lake,WI,46.125,-89.500,46089-B5,no,47096.5782015,"Tenderfoot Lake, WI",16N,134125629.352567,47096.57824564262
39,Thousand Island Lake,MI,46.125,-89.375,46089-B4,no,47094.4672885,"Thousand Island Lake, MI",16N,134113606.80208384,47094.467275575
40,Tipler,WI,45.875,-88.625,45088-H6,yes,47171.8267347,"Tipler, WI",16N,134664484.62880003,47171.82669295869
41,Vulcan,MI,45.750,-87.750,45087-G7,no,47205.8829798,"Vulcan, MI",16N,134913207.83156472,47205.88284376646
42,Washington Island NE,WI,45.375,-86.750,45086-D7,no,47328.8965777,"Washington Island NE, WI",16N,135777462.866246,47328.89659432399
43,Wausaukee North,WI,45.375,-87.875,45087-D8,no,47337.6426674,"Wausaukee North, WI",16N,135827650.6568086,47337.64272542624
44,Wausaukee South,WI,45.250,-87.875,45087-C8,no,47381.0698973,"Wausaukee South, WI",16N,136129418.10877773,47381.07000990444
45,Alvordton,OH,41.625,-84.375,41084-F4,no,48561.850216,"Alvordton, OH",16N,144371513.5756991,48561.85009057519
46,Assumption,OH,41.625,-83.875,41083-F8,no,48561.1267873,"Assumption, OH",17N,144367212.7482739,48561.12677960169
47,Berkey,OH,41.625,-83.750,41083-F7,no,48561.2275424,"Berkey, OH",17N,144367811.85080844,48561.22761540186
48,Clear Lake,IN,41.625,-84.750,41084-F7,no,48563.5637589,"Clear Lake, IN",16N,144381702.44380346,48563.56390803808
49,Erie,MI,41.750,-83.375,41083-G4,no,48522.7465373,"Erie, MI",17N,144098499.7765327,48522.74668378474
50,Fayette,OH,41.625,-84.250,41084-F3,no,48561.503165,"Fayette, OH",16N,144369450.72316486,48561.503096975386
51,Lyons,OH,41.625,-84.000,41084-F1,no,48561.1392673,"Lyons, OH",16N,144367286.1550029,48561.13924654108
52,Morenci,MI,41.625,-84.125,41084-F2,no,48561.2666443,"Morenci, MI",16N,144368042.73833817,48561.266510009955
53,Nettle Lake,OH,41.625,-84.625,41084-F6,no,48562.8845123,"Nettle Lake, OH",16N,144377663.876249,48562.88451969745
54,Oregon,OH,41.625,-83.375,41083-F4,no,48562.1984913,"Oregon, OH",17N,144373584.96502033,48562.19860922642
55,Pioneer,OH,41.625,-84.500,41084-F5,no,48562.31119,"Pioneer, OH",16N,144374252.78469545,48562.3110788378
56,Sylvania,OH,41.625,-83.625,41083-F6,no,48561.4377653,"Sylvania, OH",17N,144369061.55466527,48561.43786552109
57,Toledo,OH,41.625,-83.500,41083-F5,no,48561.7626528,"Toledo, OH",17N,144370993.54098856,48561.762607210454
58,Adamsville,MI,41.750,-85.875,41085-G8,no,48533.9994638,"Adamsville, MI",16N,144165342.5246257,48533.99948266592
59,Bronson South,MI,41.750,-85.125,41085-G2,no,48525.9889925,"Bronson South, MI",16N,144117758.46959826,48525.989039165805
60,Burr Oak,MI,41.750,-85.250,41085-G3,no,48527.0520289,"Burr Oak, MI",16N,144124073.3348041,48527.05212622883
61,California,MI,41.750,-84.875,41084-G8,no,48524.1967011,"California, MI",16N,144107112.72493657,48524.196656561755
62,Camden,MI,41.750,-84.750,41084-G7,no,48523.4645033,"Camden, MI",16N,144102763.8373443,48523.46448960076
63,Constantine,MI,41.750,-85.625,41085-G6,no,48530.8938332,"Constantine, MI",16N,144146893.7268045,48530.89386679296
64,Edwardsburg,MI,41.750,-86.000,41086-G1,no,48535.7142704,"Edwardsburg, MI",16N,144175530.8186441,48535.71433531188
65,Galien,MI,41.750,-86.375,41086-G4,no,48541.5130381,"Galien, MI",16N,144209982.53311375,48541.51307947496
66,Kinderhook,MI,41.750,-85.000,41085-G1,no,48525.0377908,"Kinderhook, MI",16N,144112109.12042263,48525.03773403499
67,Klinger Lake,MI,41.750,-85.500,41085-G5,no,48529.5033097,"Klinger Lake, MI",16N,144138633.44733885,48529.50326882986
68,Mottville,MI,41.750,-85.750,41085-G7,no,48532.3911322,"Mottville, MI",16N,144155787.63532102,48532.39116654935
69,New Buffalo East,MI,41.750,-86.625,41086-G6,no,48545.9202405,"New Buffalo East, MI",16N,144236169.33495563,48545.92012973089
70,New Buffalo West,MI,41.750,-86.750,41086-G7,no,48548.2853349,"New Buffalo West, MI",16N,144250226.4114432,48548.28532596133
71,Niles East,MI,41.750,-86.125,41086-G2,no,48537.5383519,"Niles East, MI",16N,144186369.1918649,48537.5383516157
72,Niles West,MI,41.750,-86.250,41086-G3,no,48539.4730351,"Niles West, MI",16N,144197863.35448927,48539.47305562827
73,Sturgis,MI,41.750,-85.375,41085-G4,no,48528.2215398,"Sturgis, MI",16N,144131019.07405052,48528.22154548619
74,Three Oaks,MI,41.750,-86.500,41086-G5,no,48543.6633723,"Three Oaks, MI",16N,144222760.09247997,48543.66335582442
75,Central Lake OE W,MI,45.000,-85.375,45085-A4,yes,47455.0591371,"Central Lake OE W, MI",16N,136658515.7211081,47455.059256204244
76,Charlevoix OE W,MI,45.250,-85.375,45085-C4,yes,47370.7503288,"Charlevoix OE W, MI",16N,136070128.49575233,47370.75030124792
77,South Fox Island OE W,MI,45.375,-85.875,45085-D8,yes,47327.3219491,"South Fox Island OE W, MI",16N,135768430.82837647,47327.32199420811
78,Washington Island NE OE N,MI,45.500,-86.750,45086-E7,no,47285.964753,"Washington Island NE OE N, MI",16N,135478485.7333474,47285.964864669295
79,Shot Point,MI,46.500,-87.125,46087-E2,no,46940.9491115,"Shot Point, MI",16N,133073246.5277809,46940.94924967227
80,Adair,MI,42.750,-82.625,42082-G6,no,48212.5061248,"Adair, MI",17N,141925141.58033276,48212.506086087276
81,Adams Park,MI,42.125,-85.375,42085-B4,no,48406.5921121,"Adams Park, MI",16N,143285576.6599861,48406.59218453032
82,Adams Point,MI,45.375,-83.625,45083-D6,no,47344.7494403,"Adams Point, MI",17N,135868437.40765557,47344.74944826414
83,Addis Creek,MI,44.375,-84.875,44084-D8,no,47665.712324,"Addis Creek, MI",16N,138126614.37580013,47665.71234481994
84,Addison,MI,41.875,-84.250,41084-H3,no,48481.7202222,"Addison, MI",16N,143813959.22478166,48481.72024288828
85,Adrian,MI,41.875,-84.000,41084-H1,no,48481.5935356,"Adrian, MI",16N,143813208.69572932,48481.59357745236
86,Afton,MI,45.250,-84.375,45084-C4,no,47377.2897679,"Afton, MI",16N,136107699.1226561,47377.28976973567
87,Ahmeek,MI,47.250,-88.375,47088-C4,no,46682.3311352,"Ahmeek, MI",16N,131264522.20694908,46682.33107922866
88,Alabaster,MI,44.125,-83.500,44083-B5,no,47758.4875399,"Alabaster, MI",17N,138762485.8324121,47758.487447554544
89,Alamando,MI,43.625,-84.500,43084-F5,no,47914.6887547,"Alamando, MI",16N,139862241.6430621,47914.688920399916
90,Alanson,MI,45.375,-84.750,45084-D7,no,47332.1292997,"Alanson, MI",16N,135796011.36503077,47332.1292073021
91,Alba,MI,44.875,-84.875,44084-H8,no,47498.9708405,"Alba, MI",16N,136962649.64109373,47498.97082882916
92,Albany Island,MI,45.875,-84.000,45084-H1,no,47172.2942586,"Albany Island, MI",16N,134667154.6524397,47172.29434946115
93,Alberta,MI,46.625,-88.375,46088-F4,yes,46904.1714535,"Alberta, MI",16N,132807956.16528758,46904.17140584291
94,Alcona Dam Pond,MI,44.500,-83.750,44083-E7,yes,47632.6392381,"Alcona Dam Pond, MI",17N,137885670.64391208,47632.63921390059
95,Alden,MI,44.875,-85.250,44085-H3,yes,47497.4390371,"Alden, MI",16N,136953818.69931215,47497.43889771942
96,Aldridge Creek,MI,46.625,-89.625,46089-F6,no,46919.6622193,"Aldridge Creek, MI",16N,132895694.09386484,46919.66225414629
97,Alfred,MI,46.000,-87.625,46087-A6,no,47117.7214492,"Alfred, MI",16N,134301189.7413095,47117.72128580919
98,Algonac,MI,42.500,-82.500,42082-E5,no,48293.4203231,"Algonac, MI",17N,142489074.11053842,48293.4203579783
99,Alicia,MI,43.250,-84.000,43084-C1,no,48039.2348816,"Alicia, MI",16N,140728806.75971356,48039.23491028922
100,Allegan,MI,42.500,-85.750,42085-E7,no,48287.4048952,"Allegan, MI",16N,142453578.38407364,48287.40496557113
101,Allen,MI,41.875,-84.750,41084-H7,no,48483.2987896,"Allen, MI",16N,143823323.96498466,48483.298847336635
102,Allendale,MI,42.875,-85.875,42085-H8,no,48165.0914766,"Allendale, MI",16N,141602090.01051053,48165.091430922934
103,Allenton,MI,42.875,-82.875,42082-H8,no,48169.5727412,"Allenton, MI",17N,141628439.82226026,48169.57278987071
104,Alma North,MI,43.375,-84.625,43084-D6,no,47996.3138842,"Alma North, MI",16N,140431836.4813753,47996.31380162004
105,Alma South,MI,43.250,-84.625,43084-C6,no,48037.2111866,"Alma South, MI",16N,140716950.22138032,48037.21124523152
106,Almont,MI,42.875,-83.000,42083-H1,no,48168.1522318,"Almont, MI",17N,141620087.20377016,48168.15230061547
107,Aloha,MI,45.500,-84.375,45084-E4,no,47293.5682638,"Aloha, MI",16N,135522059.00274333,47293.56833727278
108,Alpena,MI,45.000,-83.375,45083-A4,no,47472.7481369,"Alpena, MI",17N,136760415.1690504,47472.7482015012
109,Alto,MI,42.750,-85.375,42085-G4,no,48202.5894276,"Alto, MI",16N,141866764.7406803,48202.58944417168
110,Altona,MI,43.500,-85.250,43085-E3,no,47955.3708896,"Altona, MI",16N,140146337.8927714,47955.37084787195
111,Amasa,MI,46.125,-88.375,46088-B4,no,47080.7059965,"Amasa, MI",16N,134035239.90540387,47080.70600154065
112,Anderson Lake,MI,46.125,-87.375,46087-B4,no,47072.598283,"Anderson Lake, MI",16N,133989081.08242032,47072.598322671045
113,Ann Arbor East,MI,42.250,-83.625,42083-C6,no,48362.9186194,"Ann Arbor East, MI",17N,142985040.9414834,48362.91854724034
114,Ann Arbor West,MI,42.250,-83.750,42083-C7,no,48362.4227752,"Ann Arbor West, MI",17N,142982106.63493213,48362.42270618451
115,Applegate,MI,43.250,-82.625,43082-C6,no,48053.0159174,"Applegate, MI",17N,140809560.10449243,48053.01598391824
116,Argyle,MI,43.500,-82.875,43082-E8,no,47969.1804953,"Argyle, MI",17N,140227064.3022923,47969.1803673534
117,Arlene,MI,44.375,-85.250,44085-D3,no,47664.8405525,"Arlene, MI",16N,138121561.28138468,47664.84063798648
118,Armada,MI,42.750,-82.875,42082-G8,no,48209.4413233,"Armada, MI",17N,141907099.32098457,48209.44140236586
119,Arnold,MI,46.000,-87.375,46087-A4,no,47116.1103087,"Arnold, MI",16N,134292005.16029543,47116.110151864705
120,Arthur Bay,MI,45.250,-87.375,45087-C4,no,47376.0054958,"Arthur Bay, MI",16N,136100317.28122428,47376.00542565934
121,Ashley,MI,43.125,-84.375,43084-B4,no,48078.4246565,"Ashley, MI",16N,141003798.26621744,48078.4246369934
122,Atlanta,MI,45.000,-84.125,45084-A2,no,47463.1591803,"Atlanta, MI",16N,136705170.0880529,47463.159223558316
123,Atlanta SE,MI,45.000,-84.000,45084-A1,no,47464.5099479,"Atlanta SE, MI",16N,136712951.73645413,47464.50993341032
124,Attica,MI,43.000,-83.125,43083-A2,no,48126.8008541,"Attica, MI",17N,141332601.26639628,48126.80072571784
125,Atwood,MI,45.125,-85.250,45085-B3,yes,47413.3620032,"Atwood, MI",16N,136367014.095623,47413.361894042835
126,Atwood OE W,MI,45.125,-85.375,45085-B4,yes,47412.9371672,"Atwood OE W, MI",16N,136364571.71236387,47412.93729616719
127,Au Gres,MI,44.000,-83.625,44083-A6,no,47797.9489886,"Au Gres, MI",17N,139040047.8269364,47797.948909723615
128,Au Gres OE S,MI,43.875,-83.625,43083-H6,no,47838.7459422,"Au Gres OE S, MI",17N,139325237.2512326,47838.74594268284
129,Au Sable Point,MI,46.625,-86.125,46086-F2,yes,46898.2120872,"Au Sable Point, MI",16N,132774211.2713863,46898.21205131679
130,Au Sable Point SE,MI,46.500,-86.000,46086-E1,yes,46941.8453828,"Au Sable Point SE, MI",16N,133078325.7699888,46941.84531885632
131,Au Sable Point SW,MI,46.500,-86.125,46086-E2,yes,46941.3879248,"Au Sable Point SW, MI",16N,133075732.93152222,46941.38788556866
132,Au Train,MI,46.375,-86.750,46086-D7,no,46983.8353869,"Au Train, MI",16N,133372985.55051865,46983.835460183655
133,Auburn,MI,43.500,-84.000,43084-E1,no,47957.9301851,"Auburn, MI",16N,140161296.341731,47957.93020701869
134,Auger Lake,MI,46.375,-85.500,46085-D5,no,46987.4408862,"Auger Lake, MI",16N,133393456.11255328,46987.4408889205
135,Augusta,MI,42.250,-85.250,42085-C3,no,48365.0001942,"Augusta, MI",16N,142997348.932546,48365.00025814658
136,Aura,MI,46.750,-88.250,46088-G3,no,46858.8925421,"Aura, MI",16N,132494361.08327974,46858.892572624805
137,Aurelius,MI,42.500,-84.500,42084-E5,no,48281.0629908,"Aurelius, MI",16N,142416163.50367272,48281.06312503974
138,Averill,MI,43.625,-84.250,43084-F3,no,47915.7245604,"Averill, MI",16N,139868285.05357897,47915.72461795304
139,Avery,MI,44.875,-84.000,44084-H1,no,47505.9922758,"Avery, MI",16N,137003148.44726464,47505.99231226421
140,Avoca,MI,43.000,-82.625,43082-A6,no,48132.9033623,"Avoca, MI",17N,141368445.3693757,48132.9034249609
141,Backus Lake,MI,44.250,-84.500,44084-C5,no,47708.8488876,"Backus Lake, MI",16N,138425709.94536754,47708.84892342126
142,Bad Axe East,MI,43.750,-82.875,43082-G8,no,47888.5321401,"Bad Axe East, MI",17N,139662725.81515795,47888.531984833586
143,Bad Axe SE,MI,43.750,-82.750,43082-G7,no,47890.4118677,"Bad Axe SE, MI",17N,139673690.903785,47890.41183069441
144,Bad Axe West,MI,43.750,-83.000,43083-G1,no,47886.7611436,"Bad Axe West, MI",17N,139652397.05496377,47886.760991953925
145,Baie De Wasai,MI,46.375,-84.125,46084-D2,no,47001.9952803,"Baie De Wasai, MI",16N,133476105.90026432,47001.99533169209
146,Baker Creek,MI,46.000,-86.875,46086-A8,no,47113.9710445,"Baker Creek, MI",16N,134279810.72696644,47113.97085223851
147,Baldwin,MI,43.875,-85.750,43085-H7,no,47832.3926835,"Baldwin, MI",16N,139288233.73595595,47832.392671897855
148,Banat,MI,45.500,-87.625,45087-E6,no,47291.6963282,"Banat, MI",16N,135511329.97263163,47291.696258867225
149,Banfield,MI,42.375,-85.250,42085-D3,no,48324.3269673,"Banfield, MI",16N,142714451.97493225,48324.32689038945
150,Bangor,MI,42.250,-86.000,42086-C1,no,48372.1243134,"Bangor, MI",16N,143039476.97427014,48372.12419630996
151,Baraga Plains,MI,46.625,-88.500,46088-F5,no,46905.335411,"Baraga Plains, MI",16N,132814548.70158093,46905.335440541545
152,Barbeau,MI,46.250,-84.250,46084-C3,no,47042.5051181,"Barbeau, MI",16N,133762331.95773476,47042.50502741364
153,Bark River,MI,45.625,-87.250,45087-F3,no,47245.4583851,"Bark River, MI",16N,135193266.88915893,47245.458489912075
154,Seagull Point,MI,45.500,-87.250,45087-E3,no,47288.6862114,"Seagull Point, MI",16N,135494078.3098224,47288.68613926387
155,Barnes Lake,MI,43.125,-83.250,43083-B3,no,48085.382094,"Barnes Lake, MI",17N,141044611.4591382,48085.382117643196
156,Baroda,MI,41.875,-86.375,41086-H4,no,48500.508673,"Baroda, MI",16N,143925447.5492846,48500.50874779414
157,Barton City,MI,44.625,-83.500,44083-F5,yes,47594.5571961,"Barton City, MI",17N,137615521.2272455,47594.55722575915
158,Bath,MI,42.750,-84.375,42084-G4,no,48200.1802581,"Bath, MI",16N,141852584.14773837,48200.18017038461
159,Battle Creek,MI,42.250,-85.125,42085-C2,no,48364.190373,"Battle Creek, MI",16N,142992559.25227,48364.190361625995
160,Bay City,MI,43.500,-83.875,43083-E8,no,47958.7587623,"Bay City, MI",17N,140166141.9126263,47958.758887823366
161,Bay City NE,MI,43.625,-83.750,43083-F7,no,47919.0455635,"Bay City NE, MI",17N,139887676.29864392,47919.045569556496
162,Bay Port East,MI,43.750,-83.250,43083-G3,no,47883.5331537,"Bay Port East, MI",17N,139633571.2021562,47883.533229937624
163,Bay Port West,MI,43.750,-83.375,43083-G4,no,47882.0747292,"Bay Port West, MI",17N,139625064.0320986,47882.07466802682
164,Bay Shore,MI,45.250,-85.000,45085-C1,yes,47372.4792286,"Bay Shore, MI",16N,136080059.1218542,47372.47916902595
165,BDY1333, ,43.625,-83.625,43083-F6,no,47920.1370162,"BDY1333,",17N,139894047.7178141,47920.136941783676
166,Beacon Hill,MI,47.125,-88.750,47088-B7,no,46729.8124039,"Beacon Hill, MI",16N,131590986.27357364,46729.81234586983
167,Bear Lake,MI,44.375,-86.125,44086-D2,no,47666.2749294,"Bear Lake, MI",16N,138129870.65582153,47666.27478109575
168,Bear Lake OE W,MI,44.375,-86.250,44086-D3,no,47666.8770076,"Bear Lake OE W, MI",16N,138133363.63911456,47666.87694857414
169,Bear Town,MI,46.750,-88.500,46088-G5,no,46861.0095866,"Bear Town, MI",16N,132506333.37107424,46861.0096288982
170,Beaton,MI,46.250,-89.250,46089-C3,no,47047.9315835,"Beaton, MI",16N,133793191.64825176,47047.93154504797
171,Beaver Island North,MI,45.625,-85.500,45085-F5,no,47243.2744431,"Beaver Island North, MI",16N,135180769.63832575,47243.27452819703
172,Beaver Island North OE E,MI,45.625,-85.375,45085-F4,no,47243.8188499,"Beaver Island North OE E, MI",16N,135183882.8263487,47243.81878333145
173,Beaver Island South,MI,45.500,-85.500,45085-E5,no,47285.7012782,"Beaver Island South, MI",16N,135476975.3129053,47285.701270359314
174,Beaver Island South OE E,MI,45.500,-85.375,45085-E4,no,47286.1918912,"Beaver Island South OE E, MI",16N,135479785.16334933,47286.19183111251
175,Beaver Island South OE W,MI,45.500,-85.625,45085-E6,no,47285.304773,"Beaver Island South OE W, MI",16N,135474703.9903938,47285.304668546676
176,Beaver Lake,MI,44.875,-83.750,44083-H7,no,47508.8866488,"Beaver Lake, MI",17N,137019842.6563024,47508.886608757864
177,Bedford,MI,42.375,-85.125,42085-D2,no,48323.5759361,"Bedford, MI",16N,142710016.00737503,48323.57582992026
178,Beechwood,MI,46.125,-88.750,46088-B7,no,47085.2075528,"Beechwood, MI",16N,134060871.92635344,47085.20748658908
179,Belding,MI,43.000,-85.125,43085-A2,no,48119.5439345,"Belding, MI",16N,141289983.09299392,48119.54398152462
180,Bellaire,MI,44.875,-85.125,44085-H2,yes,47497.8511002,"Bellaire, MI",16N,136956195.10765263,47497.851169012574
181,Belle Harbor,MI,48.125,-88.500,48088-B5,no,46370.0299211,"Belle Harbor, MI",16N,129088731.27440085,46370.029804921825
182,Belle Isle,MI,42.250,-82.875,42082-C8,no,48368.2102516,"Belle Isle, MI",17N,143016330.53175095,48368.2101537951
183,Belleville,MI,42.125,-83.375,42083-B4,no,48403.9694673,"Belleville, MI",17N,143270049.54305223,48403.96938098697
184,Bellevue,MI,42.375,-85.000,42085-D1,no,48322.9318482,"Bellevue, MI",16N,142706211.5333206,48322.93187456222
185,Bentley,MI,43.875,-84.125,43084-H2,no,47834.5868477,"Bentley, MI",16N,139301013.10415483,47834.58683569293
186,Benton Harbor,MI,42.000,-86.375,42086-A4,no,48459.4430402,"Benton Harbor, MI",16N,143640450.41892925,48459.44317112618
187,Benton Heights,MI,42.125,-86.375,42086-B4,no,48418.3161182,"Benton Heights, MI",16N,143354988.99243847,48418.31602965518
188,Benzonia,MI,44.500,-86.000,44086-E1,no,47623.6748956,"Benzonia, MI",16N,137833778.07620937,47623.67499977476
189,Bergland,MI,46.500,-89.500,46089-E5,no,46962.5169388,"Bergland, MI",16N,133195557.48975812,46962.51691835588
190,Bergland NE,MI,46.625,-89.500,46089-F5,no,46917.728555,"Bergland NE, MI",16N,132884740.33974788,46917.72861635026
191,Berrien Springs,MI,41.875,-86.250,41086-H3,no,48498.5364463,"Berrien Springs, MI",16N,143913742.53916395,48498.53644872605
192,Bessemer,MI,46.375,-90.000,46090-D1,no,47016.0259608,"Bessemer, MI",15N,133555806.45267348,47016.025893380815
193,Betsy Lake North,MI,46.625,-85.250,46085-F3,no,46903.6945378,"Betsy Lake North, MI",16N,132805258.66710874,46903.69467762404
194,Betsy Lake North OE N,MI,46.750,-85.250,46085-G3,no,46860.8208477,"Betsy Lake North OE N, MI",16N,132505266.82495032,46860.82085077728
195,Betsy Lake NW,MI,46.625,-85.375,46085-F4,no,46902.6388722,"Betsy Lake NW, MI",16N,132799277.23836176,46902.63890025314
196,Betsy Lake South,MI,46.500,-85.250,46085-E3,no,46946.5042112,"Betsy Lake South, MI",16N,133104745.22192392,46946.50408537309
197,Betsy Lake SW,MI,46.500,-85.375,46085-E4,no,46945.4992316,"Betsy Lake SW, MI",16N,133099045.81687424,46945.49920434659
198,Beulah,MI,44.625,-86.000,44086-F1,yes,47581.5108139,"Beulah, MI",16N,137540086.65415627,47581.51089719525
199,Big Bay,MI,46.750,-87.625,46087-G6,no,46855.1158103,"Big Bay, MI",16N,132473006.27859178,46855.115886699015
200,Big Beaver Creek,MI,46.375,-85.125,46085-D2,no,46990.3003505,"Big Beaver Creek, MI",16N,133409691.8765288,46990.30030099895
201,Big Bend,MI,43.500,-85.500,43085-E5,no,47956.0986845,"Big Bend, MI",16N,140150594.64188668,47956.09879795867
202,Big Blue Lake,MI,43.375,-86.125,43086-D2,no,48001.3802816,"Big Blue Lake, MI",16N,140461484.6957478,48001.38015755298
203,Big Bradford Lake,MI,44.750,-84.625,44084-G6,no,47542.1586625,"Big Bradford Lake, MI",16N,137262511.4878919,47542.15868137618
204,Big Prairie,MI,43.500,-85.625,43085-E6,no,47956.6129119,"Big Prairie, MI",16N,140153596.96477112,47956.612935159465
205,Big Rapids,MI,43.625,-85.375,43085-F4,no,47914.3094034,"Big Rapids, MI",16N,139860026.14643568,47914.30953891577
206,Big Ravine Creek,MI,44.875,-83.500,44083-H5,no,47512.1858784,"Big Ravine Creek, MI",17N,137038873.062914,47512.185919671036
207,Big Star Lake,MI,43.750,-85.875,43085-G8,no,47874.6699383,"Big Star Lake, MI",16N,139581882.45079455,47874.66999139487
208,Big Stone Bay,MI,45.750,-84.875,45084-G8,no,47204.7297978,"Big Stone Bay, MI",16N,134906615.0497395,47204.72965708843
209,Bigsbie Lake,MI,43.500,-86.500,43086-E5,no,47963.0918488,"Bigsbie Lake, MI",16N,140191467.92531878,47963.091676059135
210,Birch Creek,MI,45.125,-87.500,45087-B5,no,47420.3148186,"Birch Creek, MI",16N,136407014.72477633,47420.315013690815
211,Birch Run North,MI,43.250,-83.750,43083-C7,no,48040.780346,"Birch Run North, MI",17N,140737860.66007003,48040.78029539444
212,Birch Run South,MI,43.125,-83.750,43083-B7,no,48081.2242216,"Birch Run South, MI",17N,141020219.68611532,48081.22426375161
213,Birmingham,MI,42.500,-83.125,42083-E2,no,48286.5469731,"Birmingham, MI",17N,142448517.7214948,48286.54706032064
