OBJECTID,NAME,ABBREV,GNIS_ID,FIPS_CODE,POP1990,POP2000,POP2010,POP2020,CALC_SQ_MI,DATEMOD,Shape__Area,Shape__Length
1,New York,NY,1779796,36,17990455,18976457,19378102,20201249,54572.621761576935,1570147200000,263851245884.16797,3228746.0849174946
