FID,UNITNAME,GISID,SUBTYPE,UNITNBR,Shape__Area,Shape__Length,GlobalID
8771,Point Lobos Ridge NP,GIS0135589,SubUnit,998,1993924.25,7586.66215875153,de77a352-c007-44dc-833f-26971e7c0765
8772,Point Lobos Ridge NP,GIS0138777,SubUnit,998,1942743.171875,7000.3040586425,e5268812-ffd8-4897-b79d-b6bd52635466
8773,Locke Boarding House,GIS0141450,Park Unit or Property,332,320.203125,82.49257704978749,ced3423f-e5e0-4cb4-969a-e92df8d2ec90
8774,Delta Meadows,GIS0000044,Properties not operated as CSP units,338,3418009.74609375,13095.907118606241,59d6a5e6-6dea-4d9f-9fe9-0eba6c9c0a40
8775,Marshall Gold Discovery SHP,GIS0000104,Park Unit or Property,304,3805984.125,23675.802361660113,cc0c5994-92a4-449d-90f2-3e2734c2838b
8776,Columbia SHP,GIS0000037,Park Unit or Property,307,1640560.7109375,24503.381976258926,c2711a19-0f90-4669-af4d-a654b9a78c5b
8777,Deer Creek Hills Property,GIS0151017,Park Unit operated by other entity,,4426490.109375,11846.461064492778,13953678-b9d9-4a17-853c-6a0ae954aeb3
8778,Burton Creek NP,GIS0151743,SubUnit,364,1209002.37890625,9281.151307047094,b6f20c40-82e4-41c8-8aaa-313a2a34c1a6
8779,Benicia Capitol SHP,GIS0000013,Park Unit operated by other entity,221,5634.9140625,330.60559319780754,3143686a-2263-42e6-8e05-2573e033005d
8780,Benicia SRA,GIS0000014,Park Unit or Property,224,3000649.265357971,12352.758193226546,4516aeb8-7447-426b-a97a-208221d76877
8781,Bethany Reservoir SRA,GIS0000015,Park Unit or Property,744,3946645.34375,22085.553119686574,a3efe582-8352-4893-837b-7685455d2130
8782,Border Field SP,GIS0000019,Park Unit or Property,669,4497302.42578125,11988.236872967942,59063401-cf82-4d15-bcda-e4acea560a28
8783,California State Capitol Museum,GIS0000025,Park Unit or Property,357,52451.1953125,988.6568823388159,7c611fbe-2a7a-425b-8c11-f9db0c25987f
8784,El Presidio de Santa Barbara SHP,GIS0000048,Park Unit operated by other entity,575,35992.7265625,1825.6677049073685,b2662bce-54ab-4db1-96b5-a4fc621ad4b7
8785,Fort Humboldt SHP,GIS0000053,Park Unit or Property,120,113061.1796875,1881.27286206834,2e79505f-ead1-4d84-a8d9-07ce0988a38c
8786,Governor's Mansion SHP,GIS0000059,Park Unit or Property,377,8179.1640625,613.4376798860369,8572c98f-9b58-4b13-8994-6b7450c09548
8787,Grizzly Creek Redwoods SP,GIS0000062,Park Unit or Property,110,13210703.828125,33748.92231602794,c358ab12-eeda-4109-b6c0-cd4fe96f6b70
8788,Heber Dunes SVRA,GIS0000066,Park Unit or Property,444,1953314.11328125,7953.016254961546,c79fd787-145e-4c19-8fe6-4960b9620cd3
8789,Henry Cowell Redwoods SP,GIS0000068,Park Unit or Property,418,29599343.8203125,54500.433692666506,284ad189-ffda-4e8e-bd0a-e34c87fc7c16
8790,Lake Del Valle SRA,GIS0000086,Park Unit operated by other entity,764,24096564.07421875,37473.23714400425,ed351c3f-b28f-4dca-9080-bf44ace3d606
8791,Leland Stanford Mansion SHP,GIS0000090,Park Unit or Property,328,5846.296875,312.04803058063726,bd2e3aad-711a-4c5f-a23c-06c8c7ed608c
8792,Limekiln SP,GIS0000093,Park Unit operated by other entity,461,4512096.08203125,16080.945204052761,31a60325-9312-459b-86f5-4e3176321f49
8793,Old Town San Diego SHP,GIS0000123,Park Unit or Property,667,175125.60546875,3799.600364748052,8e34466f-bb64-454d-8801-989dec285209
8794,San Bruno Mountain SP,GIS0000161,Park Unit operated by other entity,205,1928456.227542758,8246.304063498426,7600bdff-e882-4d0b-b906-94e19e35653f
8795,State Indian Museum (SHP),GIS0000180,Park Unit or Property,309,1008.42578125,154.40478773419935,e407bfc6-f933-49be-a3df-4ca57bc2b854
8796,Sutter's Fort SHP,GIS0000184,Park Unit or Property,308,39568.4296875,988.6050025068309,1db54a5b-6501-45bc-b6bf-3eb63dc7ce60
8797,Border Field SP,GIS0000187,Cooperative Mgmt Area,669,8526673.546875,20898.494120160987,b3fb01a1-ac55-4612-8161-91feb18115cc
8798,Woodland Opera House SHP,GIS0000209,Park Unit operated by other entity,327,1791.7578125,199.90931909089866,b57a333a-8ce1-468d-8057-d85866efb629
8799,Boney Mountain SW,GIS0000217,SubUnit,901,36429704.98046875,35302.52536788922,5de7e73b-a6f8-42a3-9ce8-4243c1af59f6
8800,Silver Strand SB,GIS0000219,Park Unit or Property,614,42275872.66015625,30465.21609291354,c74180f5-c11e-42b3-8411-45be3e67e80e
8801,Silver Strand SB,GIS0000225,Underwater Park,614,41359436.02734375,25708.97523354041,42d12fc9-9b89-4f20-8b3f-f03abba476a2
8802,Silver Strand SB - Area leased to Navy,GIS0000226,Properties not operated as CSP units,614,906296.2265625,9796.21627861806,c764c667-e2cf-4cf3-8027-5efeeacc0081
8803,Heilbron Mansion,GIS0000267,Properties not operated as CSP units,384,3167.26953125,226.36801931284543,c78e3a2a-6cf1-4972-bfc9-6a92d2aa091e
8804,Drum Barracks,GIS0000282,Park Unit operated by other entity,576,2550.51953125,224.48993424298538,0ed93c16-a193-4c7c-8ab7-85bb2c3438cf
8805,Big Rock Beach,GIS0000299,Divested Units and Properties,510,3609.8203125,349.0266289805477,45277acc-0121-42d4-b7b3-0e2d8bfa8747
8806,Asilomar Dunes NP,GIS0000306,SubUnit,993,157122.43359375,3055.368951914571,13a2c45a-68fd-41c2-80fe-ad26f4930b38
8807,Manhattan SB,GIS0000313,Park Unit operated by other entity,549,32787.28515625,1760.6353707583062,1adaf020-e2a8-4512-8053-4d773be190ae
8808,Lake Del Valle SRA,GIS0000320,Cooperative Mgmt Area,764,421.60546875,170.47324685621226,7e849d9e-c237-4cc3-b385-047d659e4d23
8809,Anderson Marsh NP,GIS0000352,SubUnit,970,3731817.35546875,10510.945019754283,2c539a3f-3f95-4ca6-b26d-15087ffbe6e6
8810,Ocotillo Wells SVRA,GIS0000353,Cooperative Mgmt Area,439,123303288.375,286814.651886687,1245eab5-dd01-4ba5-a374-8001ce06efa2
8811,Anderson Island NP,GIS0000365,SubUnit,397,113293.2265625,1431.8568459034236,574f9630-fd6d-4c36-95c2-f6cb01702fdd
8812,"Big Lagoon Forest, South NP",GIS0000391,SubUnit,966,457403.0893135071,6140.77490340059,5eede686-e702-40d3-b446-f211073067b3
8813,"Big Lagoon Forest, East NP",GIS0000392,SubUnit,964,380140.86477947235,4780.930023138819,a491be98-5817-4c0a-bfa0-f74c8002986c
8814,"Big Lagoon Forest, West NP",GIS0000393,SubUnit,965,379765.36766433716,6009.259077483012,2e7e4758-aaf3-4c31-bb27-09ee5cfcc957
8815,San Pasqual Battlefield SHP,GIS0000409,Park Unit or Property,615,408748.26953125,3649.518430773366,e77ee903-dbdb-4a7a-9c62-a5deef756c23
8816,Old Sacramento SHP,GIS0000422,Properties not operated as CSP units,372,1633191.1171875,40382.79195580513,5c3a087b-5553-428a-a9ec-7d623dd18c09
8817,Anza-Borrego Desert SW,GIS0000423,SubUnit,624,1858073507.96875,1080549.1659318733,c88421f5-1404-4163-a265-88844665d1d0
8818,Angelina Spring CP,GIS0000426,SubUnit,628,2535001.91796875,19713.806144152164,6157d258-b386-4711-833f-b74a805f2045
8819,California Indian Heritage Center SP,GIS0000434,Park Unit or Property,317,344778.171875,3299.3094588409344,aa88d67e-1974-4cd3-b062-7bbe5ab29400
8820,Barrel Springs CP,GIS0000437,SubUnit,963,194281.890625,1953.0602789976306,10ea1708-93aa-419d-998e-079cbd8b745d
8821,Antone Meadows NP,GIS0151742,SubUnit,365,1045379.890625,4962.073144996092,465fd8da-c959-41a5-a791-c9016f351b23
8822,Carnegie SVRA,GIS0000027,Park Unit or Property,272,9918886.85546875,16872.19087079687,191ea5e7-e847-43de-9e88-87f0c7d8f42d
8823,Alameda-Tesla Expansion Area Property,GIS0141613,Properties not operated as CSP units,,20720738.3671875,27629.618504777754,9c73b65f-3c4d-47ac-9706-936a9165c37b
8824,Administrative Properties,GIS0143587,Properties not operated as CSP units,,1454765.0703125,7161.7527261789955,8175301e-6ee4-49bd-b54f-01e114d0e256
8825,Castle Rock SP,GIS0000451,Park Unit or Property,404,37232544.65625,41088.60073107563,d63261a9-7313-4630-961d-cb3594455bb4
8826,Point Sur SHP,GIS0000143,Park Unit or Property,419,622418.1171875,7388.105521081303,9bd3ee4b-6905-4b3a-a895-479c15b3fe27
8827,Trione-Annadel SP,GIS0000004,Park Unit or Property,246,33721672.09765625,36555.64864553212,0331a899-3e7b-4bf5-a7ec-fe976189c7f3
8828,McArthur-Burney Falls Memorial SP,GIS0000105,Park Unit or Property,125,6736312.14453125,23908.772521407303,ec09f588-5138-4e44-bd0b-cde6ad6ccc28
8829,Old Sacramento SHP,GIS0000122,Park Unit or Property,372,251323.55859375,13506.380141899503,ea59525e-010a-4af6-b3a8-afff5a3d9ab9
8830,Prairie City SVRA,GIS0000446,Park Unit or Property,367,8880532.28515625,15932.747843776797,872fa7dc-5c99-42be-8d09-4acf52f62861
8831,Rancho San Andrès (Castro Adobe),GIS0000030,Park Unit or Property,434,6348.3828125,319.7886538805799,833b7f5a-f9c0-4b57-9430-7b15ffbcc630
8832,South Yuba River SP,GIS0000178,Park Unit or Property,359,26718108.890625,94390.75370548443,9e209674-8442-4c40-88ba-07c1c48be967
8833,Rancho San Andrès (Castro Adobe) Right of Way,GIS0000309,Cooperative Mgmt Area,434,15019.94140625,4080.228862505273,e543b813-2885-4db2-b072-4a96e51725a6
8834,Castaic Lake SRA,GIS0000029,Park Unit operated by other entity,569,25565716.48828125,60885.54344171421,5d931c81-e842-477a-872f-e461ca8d802a
8835,Ocotillo Wells SVRA,GIS0000121,Park Unit or Property,439,322892688.8203125,436152.6658543892,0f5c6778-3327-4c29-9de9-3869e5636b0a
8836,Seacliff SB,GIS0000171,Park Unit or Property,409,705782.3984375,12001.158495771328,6b515588-f597-4907-95a7-f19413276ead
8837,Kenneth Hahn SRA,GIS0000083,Park Unit operated by other entity,516,2354078.05078125,22011.452758677136,0291e452-77c1-443b-8c0e-cbf4fc5d1797
8838,Monterey SHP,GIS0000254,Park Unit or Property,455,51585.9140625,2747.513422378531,77de6646-1057-4b78-9fac-e28416fc2c0c
8839,Humboldt Redwoods SP,GIS0000072,Park Unit or Property,119,375606054.54296875,258109.75484043095,25b9d0b0-7798-44df-80d4-b90b5b6515d2
8840,San Onofre SB,GIS0000167,Park Unit or Property,663,4346154.58203125,32479.6195073684,12ba4b76-0002-4654-a609-ce94627c55c7
8841,Railtown 1897 SHP,GIS0000148,Park Unit or Property,335,154564.16796875,2599.8994314196193,08b9d75c-00be-4aa3-bad4-1df7892068d2
8842,Dos Rios Ranch SP,GIS0151744,Park Unit or Property,,10353057.578125,17664.68268568071,0fe5cf29-b892-4335-a395-7de91e98745a
8843,Marsh Creek State Park (SHP),GIS0000080,Park Unit or Property,254,24028460.0546875,58294.327400681206,5901fc85-cb18-4167-825b-ebe43f70ab7a
8844,Monterey District HQ,GIS0000420,Properties not operated as CSP units,400,36704.25390625,879.8758353797142,472a9b65-c89b-4d19-92b5-647eaa26fba5
8845,Año Nuevo Coast NP,GIS0000414,SubUnit,228,7633295.10546875,30108.69578741815,a85294f5-cd19-4533-a039-5d5e74413a8c
8846,Quiroste Valley CP,GIS0000415,SubUnit,232,1345480.76953125,6590.833501614437,df7abc3c-a720-4d58-bfdb-c2b9b520b909
8847,Jedediah Smith Redwoods SP,GIS0000077,Park Unit or Property,102,76848885.5546875,89945.09728367446,5d938058-2144-4eba-9d63-73e96f366636
8848,Plumas-Eureka SP,GIS0000135,Park Unit or Property,321,34420853.4609375,45480.0319999682,d60240d1-b361-4730-896a-88734a5fc29e
8849,Big Basin Redwoods SP,GIS0000251,Park Unit or Property,406,117321128.61328125,160477.5421579209,bc86c734-80ce-48b9-845e-871895bbfe30
8850,Folsom Lake SRA,GIS0000360,Park Unit or Property,318,127745065.1640625,192120.21439024192,3ac0ec8e-7f25-4157-aedf-ae7aa334b5b8
8851,Candlestick Point Submerged Lands,GIS0000416,Properties not operated as CSP units,214,300499.96875,13320.952677998454,f0696c91-a756-43b4-804d-878af2c887cd
8852,Candlestick Point SRA,GIS0000435,Park Unit or Property,214,971928.10546875,12798.013147634772,06812adf-e9af-47a2-bc66-94a70770c310
8853,Año Nuevo SP,GIS0000250,Park Unit or Property,222,19619087.3125,37608.683160148285,f8dfd1e5-1435-422d-8846-bab28f74c64c
8854,Butano SP,GIS0000413,Park Unit or Property,423,29150265.32421875,48036.590030007035,05e370e7-e711-43cf-978e-c15912bb0db7
8855,Chino Hills SP,GIS0000034,Park Unit or Property,508,83061582.26171875,128015.80141696018,1856fa79-b118-4c5e-8753-cab8ee573b10
